,id,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,NumberOfTrips,Passport,PitchSatisfactionScore,Designation,MonthlyIncome,ProdTaken,marital_status,car,children_number
809,809,24,1,1,780.0,2,1,2.0,5.0,0,3.0,2,0,4,4.0,255045,1,3,0,0
810,810,40,0,1,900.0,2,1,2.0,5.0,0,3.0,3,0,4,4.0,267540,1,2,0,0
811,811,31,0,1,480.0,2,1,2.0,5.0,1,3.0,2,0,3,2.0,400000,0,0,0,0
812,812,39,0,1,900.0,2,1,2.0,4.0,0,3.0,8,0,3,4.0,318240,1,3,0,0
813,813,56,0,1,540.0,0,0,3.0,4.0,1,3.0,5,0,5,2.0,361065,0,2,0,0
814,814,41,0,1,540.0,2,0,2.0,4.0,0,3.0,2,0,3,4.0,260000,0,1,1,1
815,815,52,0,1,600.0,0,1,3.0,4.0,1,3.0,2,0,3,2.0,363225,0,0,1,2
816,816,39,0,1,420.0,2,1,2.0,4.0,0,3.0,2,0,3,4.0,366105,0,1,0,0
817,817,24,1,1,1380.0,2,0,2.0,4.0,0,3.0,2,0,3,4.0,309030,0,1,1,1
818,818,39,0,1,360.0,1,1,2.0,4.0,3,3.0,2,0,4,3.0,320000,0,0,0,0
819,819,37,1,1,780.0,1,0,2.0,4.0,3,3.0,3,0,4,3.0,327945,0,3,0,1
820,820,25,0,1,480.0,1,1,3.0,4.0,0,3.0,2,0,4,4.0,460000,0,2,0,2
821,821,22,0,1,420.0,1,0,3.0,4.0,0,3.0,2,0,4,4.0,295755,0,1,1,0
822,822,39,1,1,780.0,1,0,2.0,4.0,1,3.0,2,0,4,2.0,391110,0,2,1,1
823,823,39,0,1,840.0,1,1,3.0,4.0,1,3.0,3,0,4,2.0,423450,0,2,0,0
824,824,38,0,1,540.0,1,1,2.0,4.0,3,3.0,4,0,4,3.0,368835,0,2,0,0
825,825,39,0,1,1380.0,1,0,2.0,4.0,0,3.0,2,0,4,4.0,355671,0,2,0,0
826,826,41,0,1,300.0,1,1,2.0,4.0,1,3.0,3,0,3,2.0,489900,0,1,1,0
827,827,40,0,1,1080.0,1,0,2.0,4.0,2,4.0,3,0,3,1.0,429585,0,2,0,0
828,828,39,1,1,540.0,1,1,2.0,4.0,0,3.0,3,0,4,3.0,325560,0,2,1,0
829,829,53,0,2,840.0,2,0,3.0,3.0,3,3.0,7,0,2,3.0,286920,0,2,1,2
830,830,39,1,2,720.0,2,1,3.0,3.0,0,3.0,2,0,2,4.0,278535,1,2,0,0
831,831,45,0,2,1860.0,0,1,3.0,3.0,3,4.0,5,0,2,3.0,354135,0,2,0,2
832,832,28,1,2,960.0,0,1,3.0,3.0,3,3.0,2,0,2,3.0,309390,0,2,0,2
833,833,50,0,2,660.0,1,1,3.0,3.0,3,4.0,5,0,2,3.0,320000,0,2,0,2
834,834,41,0,2,1020.0,1,1,3.0,3.0,1,3.0,5,0,1,2.0,332085,0,2,0,2
835,835,31,0,3,1020.0,2,0,3.0,3.0,0,3.0,3,0,2,4.0,255615,0,2,1,0
836,836,49,0,2,840.0,1,1,3.0,3.0,3,3.0,5,0,2,3.0,331905,0,2,0,0
837,837,25,0,2,600.0,2,1,3.0,3.0,3,3.0,2,0,1,3.0,317310,0,2,1,2
838,838,43,0,2,480.0,2,0,3.0,3.0,3,3.0,6,0,2,3.0,334980,0,0,0,0
839,839,31,0,2,2040.0,0,1,3.0,3.0,3,3.0,3,0,2,3.0,310395,0,2,0,2
840,840,37,0,2,660.0,1,0,3.0,3.0,3,3.0,5,0,2,3.0,346125,0,2,0,0
841,841,45,1,2,540.0,1,1,3.0,3.0,2,3.0,2,0,2,1.0,370965,0,3,0,0
842,842,39,0,2,480.0,2,1,2.0,4.0,0,4.0,7,0,4,4.0,271410,0,2,0,0
843,843,39,1,2,1260.0,2,0,1.0,4.0,0,3.0,3,0,3,4.0,300000,0,0,1,0
844,844,49,0,2,900.0,2,0,2.0,4.0,2,4.0,6,0,4,1.0,471120,0,3,0,1
845,845,39,0,2,1200.0,1,0,2.0,4.0,3,3.0,4,0,3,3.0,357855,0,0,0,1
846,846,20,0,1,720.0,2,1,3.0,4.0,0,4.0,3,1,3,4.0,315060,1,3,0,0
847,847,39,1,2,540.0,2,0,2.0,4.0,3,3.0,6,1,3,3.0,300000,1,2,0,1
848,848,48,0,1,600.0,1,1,2.0,4.0,2,3.0,4,1,4,1.0,473325,0,2,0,0
849,849,45,0,1,420.0,2,1,2.0,6.0,0,3.0,3,0,3,4.0,354105,0,2,0,1
850,850,32,1,2,1800.0,1,1,3.0,4.0,3,3.0,3,0,2,3.0,369285,0,2,0,2
851,851,25,0,1,540.0,0,1,3.0,3.0,0,3.0,2,0,2,4.0,258930,0,0,0,0
852,852,31,0,2,960.0,1,1,3.0,4.0,0,3.0,5,1,1,4.0,342900,1,1,0,0
853,853,37,1,1,960.0,1,0,3.0,3.0,0,3.0,3,0,2,4.0,315465,0,2,0,0
854,854,39,0,1,780.0,1,1,3.0,3.0,0,3.0,3,0,2,4.0,339435,1,1,1,0
855,855,39,0,2,780.0,1,1,3.0,4.0,3,3.0,2,0,2,3.0,323820,0,2,0,0
856,856,30,0,1,780.0,2,0,1.0,4.0,0,3.0,2,0,4,4.0,255270,0,1,1,0
857,857,37,0,1,1320.0,2,1,2.0,4.0,0,3.0,5,0,4,4.0,300000,0,2,0,0
858,858,36,1,1,1560.0,1,1,2.0,4.0,3,3.0,7,0,4,3.0,345240,0,0,0,0
859,859,50,1,1,480.0,1,0,1.0,3.0,2,3.0,1,1,2,1.0,526770,0,3,1,0
860,860,22,1,1,840.0,1,1,3.0,3.0,0,3.0,2,0,2,4.0,264315,0,1,0,2
861,861,40,1,1,1740.0,1,0,2.0,6.0,1,3.0,4,0,4,2.0,501375,1,2,0,0
862,862,50,0,1,1140.0,1,0,2.0,3.0,2,4.0,5,0,3,1.0,565035,0,2,1,0
863,863,31,1,2,1020.0,2,1,3.0,5.0,0,4.0,1,0,4,4.0,302100,1,2,1,2
864,864,20,0,3,780.0,2,0,2.0,5.0,0,3.0,3,0,3,4.0,306240,0,3,1,1
865,865,21,1,2,1500.0,2,0,2.0,5.0,0,3.0,2,0,4,4.0,262605,1,3,1,1
866,866,41,1,2,1920.0,2,0,2.0,5.0,3,3.0,1,0,4,4.0,333630,0,2,0,0
867,867,37,0,2,420.0,2,0,2.0,5.0,0,3.0,4,0,3,4.0,316545,0,3,0,1
868,868,37,0,2,360.0,0,0,2.0,5.0,0,3.0,5,0,4,4.0,321120,0,2,1,1
869,869,50,0,2,840.0,1,1,1.0,3.0,4,3.0,2,0,2,0.0,530895,0,2,1,0
870,870,51,0,1,960.0,1,1,1.0,3.0,2,3.0,1,0,2,4.0,560550,0,1,1,0
871,871,40,1,2,480.0,2,1,2.0,5.0,1,3.0,2,1,2,2.0,435585,0,3,0,0
872,872,37,1,3,420.0,1,0,2.0,5.0,1,4.0,2,0,3,2.0,470970,0,2,1,1
873,873,33,1,2,1380.0,1,1,2.0,5.0,3,3.0,3,0,4,3.0,323160,0,2,0,1
874,874,36,1,1,780.0,2,0,2.0,5.0,1,3.0,2,0,2,2.0,441165,0,0,0,0
875,875,38,0,1,720.0,2,1,3.0,5.0,3,3.0,3,0,3,3.0,310000,0,2,1,0
876,876,20,1,1,960.0,2,1,3.0,5.0,0,3.0,3,0,3,4.0,343230,0,2,0,2
877,877,39,0,1,420.0,2,1,2.0,5.0,0,3.0,4,0,3,4.0,307905,0,1,0,0
878,878,39,0,1,1500.0,2,1,2.0,5.0,3,4.0,7,0,4,3.0,348840,0,0,0,1
879,879,19,0,1,480.0,2,1,3.0,5.0,0,4.0,7,0,5,4.0,300000,1,1,0,2
880,880,39,1,3,1020.0,2,0,3.0,5.0,1,3.0,2,0,4,2.0,323160,0,1,1,0
881,881,29,0,1,420.0,1,1,3.0,5.0,0,3.0,1,0,3,4.0,401580,0,2,1,2
882,882,26,0,1,480.0,1,1,3.0,5.0,0,3.0,3,0,5,4.0,357120,0,2,1,2
883,883,40,1,1,540.0,1,0,2.0,5.0,2,3.0,2,0,3,1.0,547680,0,2,1,0
884,884,27,0,1,480.0,1,1,2.0,5.0,0,3.0,3,0,4,4.0,298635,0,2,1,1
885,885,30,1,1,420.0,1,1,3.0,5.0,0,3.0,7,0,3,4.0,267495,0,3,0,2
886,886,30,1,1,1320.0,1,1,2.0,5.0,0,3.0,3,0,4,4.0,310000,0,1,1,0
887,887,39,0,1,1920.0,1,0,2.0,5.0,3,3.0,1,0,4,3.0,300000,0,2,0,0
888,888,39,0,1,1080.0,1,0,3.0,5.0,3,4.0,6,0,5,3.0,550000,0,1,1,2
889,889,30,1,1,780.0,1,1,2.0,5.0,3,3.0,1,0,5,3.0,299370,0,2,1,1
890,890,40,0,1,540.0,2,1,3.0,6.0,0,3.0,5,0,4,4.0,310000,0,1,0,2
891,891,39,1,2,540.0,2,0,1.0,5.0,0,3.0,3,0,3,4.0,256455,0,3,0,0
892,892,39,1,2,1020.0,2,1,1.0,6.0,0,3.0,5,0,2,4.0,301215,0,3,1,0
893,893,38,0,1,480.0,1,0,3.0,6.0,0,3.0,5,0,3,4.0,312480,0,3,1,2
894,894,18,0,2,540.0,1,0,2.0,5.0,1,4.0,3,1,3,2.0,412260,0,3,1,1
895,895,45,0,1,600.0,2,1,2.0,5.0,3,3.0,3,0,3,3.0,319740,0,2,0,1
896,896,39,0,2,540.0,2,0,3.0,5.0,3,4.0,3,0,1,3.0,342060,0,1,0,2
897,897,54,1,2,540.0,1,1,2.0,6.0,1,3.0,5,0,3,2.0,349260,1,2,0,0
898,898,54,0,1,1680.0,1,1,3.0,5.0,2,3.0,5,0,4,1.0,545625,0,2,0,0
899,899,39,1,1,480.0,2,1,3.0,3.0,2,3.0,2,0,4,1.0,355671,0,1,1,0
900,900,49,1,1,420.0,0,1,2.0,4.0,0,3.0,7,0,2,4.0,500000,0,3,0,0
901,901,39,0,2,660.0,1,1,3.0,4.0,4,3.0,3,0,2,0.0,459615,0,2,0,0
902,902,37,0,1,600.0,2,1,3.0,4.0,0,3.0,3,0,2,4.0,323670,1,3,0,2
903,903,40,0,3,660.0,2,0,2.0,2.0,1,4.0,7,0,2,2.0,440000,0,1,1,1
904,904,41,1,2,780.0,2,1,2.0,3.0,3,3.0,3,0,2,3.0,300000,0,2,0,1
905,905,39,0,2,2040.0,2,0,2.0,3.0,3,3.0,2,0,2,3.0,339825,0,2,0,1
906,906,54,0,2,2040.0,2,0,2.0,3.0,1,3.0,5,0,2,2.0,341640,0,2,1,1
907,907,37,0,1,900.0,0,1,1.0,4.0,0,4.0,1,0,4,4.0,261960,1,3,0,0
908,908,49,1,2,480.0,0,0,1.0,4.0,1,4.0,2,0,3,2.0,366465,0,2,1,0
909,909,32,1,1,540.0,2,0,1.0,4.0,0,4.0,1,1,3,4.0,274050,1,3,0,0
910,910,39,0,1,480.0,2,0,2.0,1.0,0,3.0,2,0,1,4.0,267360,0,2,0,0
911,911,38,1,1,540.0,2,1,2.0,3.0,0,3.0,2,0,2,4.0,260910,0,2,0,0
912,912,55,1,1,840.0,1,0,1.0,4.0,2,5.0,5,0,4,1.0,488490,0,3,1,0
913,913,33,1,2,1320.0,1,1,1.0,4.0,1,4.0,2,0,3,2.0,347490,0,0,0,0
914,914,50,0,1,660.0,1,1,2.0,2.0,3,3.0,3,1,1,3.0,400000,0,0,0,1
915,915,45,1,1,1920.0,2,0,2.0,2.0,3,3.0,3,1,2,3.0,364365,0,0,0,1
916,916,25,1,2,1920.0,2,0,1.0,4.0,0,3.0,1,0,2,4.0,252525,1,3,0,0
917,917,39,0,2,660.0,1,1,2.0,4.0,3,3.0,5,0,2,3.0,356520,0,1,0,1
918,918,39,1,2,420.0,2,1,1.0,4.0,0,3.0,2,0,2,4.0,242280,1,3,0,0
919,919,30,0,1,1080.0,1,1,2.0,4.0,3,3.0,2,0,2,3.0,344520,0,1,0,1
920,920,25,1,1,840.0,2,1,1.0,4.0,0,3.0,7,0,2,4.0,300000,0,3,1,0
921,921,28,0,2,540.0,2,1,2.0,3.0,0,3.0,2,0,3,4.0,259050,0,2,0,1
922,922,34,1,2,780.0,2,0,2.0,3.0,3,3.0,3,0,4,3.0,293505,0,3,1,0
923,923,39,1,2,1020.0,2,1,2.0,4.0,0,3.0,1,0,4,4.0,257865,1,2,1,1
924,924,41,0,2,420.0,2,0,2.0,3.0,3,3.0,4,0,4,3.0,326325,0,0,0,1
925,925,51,1,2,420.0,2,1,2.0,4.0,4,3.0,6,0,2,0.0,500000,0,2,1,1
926,926,51,1,2,1380.0,2,0,1.0,3.0,3,4.0,1,0,4,3.0,366045,0,1,1,0
927,927,53,1,3,840.0,2,1,1.0,3.0,2,4.0,2,0,4,2.0,449235,0,3,0,0
928,928,57,1,3,1020.0,2,1,1.0,3.0,2,4.0,1,0,4,1.0,400000,0,2,1,0
929,929,36,0,2,900.0,0,0,1.0,3.0,2,4.0,1,0,3,1.0,300000,0,1,1,0
930,930,39,1,2,780.0,2,0,1.0,3.0,1,4.0,1,0,4,2.0,410000,0,1,1,0
931,931,39,0,2,480.0,2,1,1.0,3.0,4,5.0,2,0,3,0.0,300000,0,1,1,0
932,932,39,1,2,900.0,2,0,1.0,3.0,1,4.0,2,0,3,2.0,352830,0,1,0,0
933,933,49,0,2,900.0,2,0,1.0,3.0,0,4.0,5,0,3,4.0,350955,0,1,1,0
934,934,37,1,2,1080.0,0,1,1.0,3.0,0,4.0,1,0,4,4.0,252480,1,1,0,0
935,935,55,1,2,540.0,2,0,1.0,4.0,1,4.0,4,0,4,2.0,400000,0,1,0,0
936,936,39,0,1,1440.0,2,0,1.0,3.0,0,4.0,1,0,4,4.0,260000,0,3,1,0
937,937,45,0,2,1020.0,2,1,1.0,3.0,0,4.0,2,0,4,4.0,261195,1,2,0,0
938,938,46,0,2,900.0,2,0,2.0,3.0,3,4.0,2,0,4,3.0,355785,0,2,1,0
939,939,27,0,3,300.0,0,1,1.0,3.0,1,4.0,2,0,4,2.0,400000,0,2,0,0
940,940,60,0,3,1020.0,2,1,1.0,3.0,4,4.0,1,0,5,2.0,370000,0,2,1,0
941,941,52,1,2,660.0,2,1,1.0,3.0,0,4.0,2,0,4,4.0,268215,0,2,0,0
942,942,55,1,1,660.0,2,1,1.0,3.0,2,5.0,4,0,4,4.0,292830,0,1,0,0
943,943,48,1,1,720.0,0,0,1.0,3.0,1,4.0,1,0,4,2.0,400000,0,0,1,0
944,944,24,0,1,420.0,0,1,1.0,3.0,0,4.0,2,0,4,4.0,267045,1,3,0,0
945,945,39,1,1,900.0,2,0,1.0,3.0,0,4.0,1,0,3,4.0,261045,1,2,1,0
946,946,34,1,2,1020.0,1,1,2.0,2.0,3,3.0,2,0,4,3.0,344160,0,0,0,1
947,947,37,1,2,1500.0,1,1,2.0,2.0,3,3.0,3,0,4,3.0,358860,0,0,1,0
948,948,39,1,1,1680.0,2,1,1.0,3.0,0,4.0,1,1,3,4.0,282600,1,1,0,0
949,949,33,1,1,480.0,0,0,1.0,3.0,0,4.0,4,1,3,4.0,258960,1,1,1,0
950,950,50,1,1,960.0,0,0,1.0,3.0,1,4.0,2,1,3,2.0,444405,0,2,0,0
951,951,39,0,1,1080.0,0,0,1.0,3.0,0,4.0,2,1,4,4.0,280000,1,1,0,0
952,952,41,0,2,420.0,2,1,2.0,2.0,3,3.0,2,1,3,3.0,360000,0,2,0,0
953,953,31,1,2,840.0,1,0,1.0,3.0,1,4.0,2,0,4,2.0,300000,0,1,0,0
954,954,39,1,1,1020.0,1,1,1.0,3.0,2,4.0,6,0,4,1.0,458220,0,0,1,0
955,955,49,1,1,960.0,1,0,1.0,3.0,1,4.0,5,0,4,2.0,363540,0,0,0,0
956,956,54,0,1,960.0,1,0,1.0,3.0,1,4.0,2,0,4,2.0,372000,0,1,1,0
957,957,22,0,2,780.0,2,1,2.0,4.0,0,3.0,3,0,2,4.0,254130,1,3,0,0
958,958,31,0,3,1440.0,1,1,2.0,3.0,1,3.0,3,0,2,2.0,379020,1,2,1,1
959,959,51,1,3,960.0,1,0,2.0,3.0,1,3.0,3,0,2,2.0,432825,0,0,0,1
960,960,54,0,2,720.0,2,1,2.0,3.0,4,3.0,5,0,1,0.0,417405,0,2,0,1
961,961,39,1,3,840.0,2,0,2.0,3.0,3,3.0,2,0,2,3.0,347355,0,0,1,0
962,962,51,0,3,900.0,2,1,2.0,3.0,3,3.0,7,0,1,3.0,420270,0,2,0,1
963,963,39,0,2,1800.0,2,1,2.0,3.0,3,3.0,3,0,2,3.0,400000,0,2,0,1
964,964,43,-1,3,780.0,2,0,2.0,3.0,3,3.0,1,0,2,3.0,303285,0,3,1,1
965,965,52,0,2,1680.0,2,1,2.0,3.0,3,3.0,5,0,2,3.0,346605,0,2,0,0
966,966,53,1,2,960.0,2,1,3.0,3.0,2,3.0,3,0,1,1.0,458550,0,2,1,2
967,967,39,0,1,1260.0,2,0,2.0,1.0,0,3.0,2,0,4,4.0,266925,1,2,1,1
968,968,39,0,1,1380.0,0,1,2.0,2.0,0,3.0,7,0,4,4.0,355671,0,2,0,1
969,969,44,0,1,840.0,2,1,2.0,3.0,0,3.0,4,0,5,4.0,312195,0,2,0,0
970,970,37,0,2,780.0,2,1,3.0,4.0,0,3.0,3,0,4,4.0,345825,0,0,0,2
971,971,33,0,2,780.0,2,1,3.0,3.0,4,3.0,6,0,5,0.0,400000,0,2,0,0
972,972,30,0,2,900.0,2,1,3.0,4.0,0,3.0,7,0,5,4.0,318525,0,0,0,0
973,973,39,0,1,360.0,1,0,2.0,3.0,0,3.0,1,0,4,4.0,254790,1,3,1,0
974,974,39,1,2,960.0,1,0,1.0,3.0,1,4.0,2,1,3,2.0,400000,0,0,0,0
975,975,39,0,3,1020.0,1,0,2.0,3.0,3,3.0,3,0,2,3.0,324870,0,2,0,0
976,976,39,0,2,780.0,1,1,2.0,3.0,3,3.0,3,0,2,3.0,350000,0,1,0,0
977,977,48,0,2,360.0,2,1,2.0,3.0,3,3.0,1,0,2,3.0,300000,0,2,0,0
978,978,31,0,2,360.0,2,1,2.0,3.0,3,3.0,3,0,2,3.0,424350,0,2,1,0
979,979,39,1,2,780.0,1,1,2.0,3.0,3,3.0,3,0,2,3.0,316980,0,0,1,0
980,980,32,0,2,660.0,2,1,2.0,3.0,4,4.0,2,0,1,0.0,555450,0,2,0,1
981,981,35,0,2,1920.0,2,1,3.0,3.0,3,3.0,5,0,2,3.0,351060,0,2,0,0
982,982,40,1,2,1620.0,2,0,2.0,3.0,3,3.0,3,0,2,3.0,349200,0,1,0,1
983,983,43,0,3,900.0,1,1,2.0,3.0,3,3.0,3,0,1,3.0,451395,0,0,0,0
984,984,30,1,2,1980.0,2,0,2.0,3.0,3,3.0,3,0,2,3.0,344325,0,2,0,1
985,985,32,0,2,1320.0,1,1,2.0,3.0,3,3.0,2,0,1,3.0,307890,0,1,0,0
986,986,42,0,3,780.0,2,1,2.0,3.0,3,3.0,5,0,1,3.0,345450,0,0,0,1
987,987,37,1,2,600.0,2,1,3.0,4.0,0,3.0,3,0,2,4.0,394320,0,0,0,0
988,988,40,1,2,960.0,1,1,2.0,3.0,3,4.0,2,0,2,4.0,330000,0,2,0,0
989,989,30,0,2,540.0,1,1,2.0,3.0,0,3.0,2,0,1,4.0,253110,0,1,0,1
990,990,30,0,2,480.0,1,1,2.0,3.0,0,3.0,5,0,2,4.0,332700,0,1,1,1
991,991,39,1,2,540.0,1,0,2.0,3.0,3,3.0,5,0,2,3.0,308460,0,1,0,1
992,992,35,1,2,840.0,1,1,2.0,3.0,3,3.0,2,0,2,4.0,390765,0,1,0,1
993,993,40,0,3,600.0,2,0,2.0,3.0,3,3.0,2,0,1,3.0,330000,0,1,0,1
994,994,41,1,2,1560.0,2,0,2.0,3.0,3,3.0,7,0,2,4.0,336195,0,0,0,1
995,995,30,0,2,1620.0,0,1,2.0,3.0,3,3.0,5,0,2,3.0,330000,0,0,0,0
996,996,27,1,2,840.0,2,1,2.0,3.0,0,3.0,3,0,2,4.0,307770,0,1,1,0
997,997,39,0,2,1320.0,2,1,3.0,3.0,1,3.0,1,0,2,2.0,381765,0,2,1,2
998,998,20,0,2,1500.0,2,0,2.0,3.0,0,3.0,3,0,2,4.0,295620,1,3,0,1
999,999,38,1,3,1260.0,1,0,2.0,3.0,3,3.0,3,0,2,3.0,342495,0,0,0,1
1000,1000,39,0,2,1800.0,1,1,2.0,3.0,3,3.0,2,0,2,3.0,317640,0,2,0,0
1001,1001,39,1,2,780.0,2,1,2.0,3.0,3,3.0,1,0,1,3.0,340000,0,1,1,0
1002,1002,42,0,2,2040.0,1,0,2.0,3.0,3,3.0,3,0,2,3.0,318075,0,3,0,0
1003,1003,47,0,2,840.0,1,0,3.0,3.0,1,4.0,2,0,1,2.0,385545,0,2,0,2
1004,1004,33,0,2,1380.0,1,0,2.0,3.0,1,3.0,5,0,2,2.0,348450,0,2,1,1
1005,1005,43,0,2,600.0,2,1,3.0,3.0,1,3.0,2,0,1,3.0,365175,0,1,0,0
1006,1006,41,0,2,420.0,1,0,3.0,3.0,1,3.0,5,0,1,2.0,394530,0,0,0,0
1007,1007,33,0,2,420.0,2,1,2.0,3.0,3,3.0,7,0,2,3.0,300000,1,2,0,0
1008,1008,40,0,2,1920.0,2,1,2.0,3.0,3,3.0,3,0,2,3.0,340320,0,1,1,0
1009,1009,57,0,2,660.0,2,0,2.0,3.0,4,4.0,6,0,1,0.0,521385,0,2,0,1
1010,1010,39,0,2,840.0,2,1,2.0,3.0,1,3.0,2,0,1,2.0,314655,0,2,0,0
1011,1011,44,0,2,780.0,1,1,2.0,4.0,3,3.0,3,0,2,3.0,307740,0,2,0,1
1012,1012,39,0,2,1260.0,1,1,2.0,3.0,0,3.0,2,0,2,4.0,256560,0,1,0,0
1013,1013,32,1,2,900.0,1,1,3.0,3.0,1,3.0,2,0,2,3.0,300000,0,2,0,0
1014,1014,42,1,1,780.0,2,0,2.0,3.0,3,3.0,3,0,2,3.0,319830,0,1,1,1
1015,1015,40,0,1,780.0,2,1,2.0,3.0,3,3.0,4,0,2,3.0,340000,0,2,1,1
1016,1016,39,0,1,480.0,2,0,2.0,3.0,0,3.0,3,0,1,4.0,260475,0,3,0,1
1017,1017,36,1,1,1500.0,2,1,2.0,3.0,0,3.0,3,0,2,4.0,316575,0,1,0,0
1018,1018,39,0,1,420.0,2,1,2.0,3.0,0,3.0,1,0,2,4.0,263805,0,2,0,1
1019,1019,50,0,2,600.0,2,0,2.0,4.0,3,3.0,2,1,1,3.0,365610,0,1,0,1
1020,1020,25,0,2,780.0,1,1,2.0,4.0,0,3.0,3,1,2,4.0,310845,1,3,0,1
1021,1021,39,1,2,1800.0,1,0,3.0,3.0,3,4.0,6,1,2,3.0,300000,0,0,1,2
1022,1022,50,1,2,840.0,1,0,3.0,3.0,2,3.0,4,0,2,1.0,529785,0,3,1,2
1023,1023,50,0,3,480.0,2,0,1.0,4.0,1,4.0,2,0,2,2.0,362835,0,3,0,0
1024,1024,37,0,2,900.0,1,1,2.0,3.0,4,3.0,2,0,2,4.0,506400,0,2,0,0
1025,1025,37,1,2,900.0,0,1,1.0,4.0,0,4.0,1,0,2,4.0,263925,1,3,0,0
1026,1026,47,1,1,720.0,2,0,1.0,4.0,1,4.0,2,0,2,2.0,450390,0,1,1,0
1027,1027,51,0,2,900.0,1,0,1.0,4.0,2,4.0,5,0,2,1.0,470000,0,1,1,0
1028,1028,39,1,1,780.0,1,0,1.0,4.0,1,4.0,1,0,1,2.0,400000,0,2,0,0
1029,1029,52,1,1,840.0,2,1,1.0,5.0,1,4.0,6,0,3,2.0,374220,0,2,1,0
1030,1030,37,0,2,900.0,2,1,3.0,3.0,1,3.0,3,1,3,2.0,464940,0,2,0,2
1031,1031,35,0,1,540.0,2,1,3.0,4.0,0,3.0,6,0,4,4.0,329610,0,3,1,2
1032,1032,39,0,1,1440.0,2,0,3.0,3.0,0,3.0,2,0,3,4.0,355671,0,1,1,2
1033,1033,34,0,1,420.0,2,0,2.0,3.0,0,3.0,3,0,1,4.0,400000,0,1,0,0
1034,1034,30,0,1,600.0,1,0,3.0,3.0,3,3.0,5,0,2,3.0,324570,0,1,0,2
1035,1035,48,0,1,600.0,0,0,3.0,3.0,0,3.0,5,0,2,4.0,311445,0,0,0,2
1036,1036,27,0,1,480.0,2,1,2.0,3.0,0,3.0,2,0,2,4.0,372600,0,2,0,1
1037,1037,47,0,1,480.0,2,1,3.0,3.0,0,3.0,2,0,2,4.0,262710,0,2,0,2
1038,1038,39,1,1,1440.0,2,1,2.0,3.0,0,3.0,1,0,2,4.0,266910,1,2,0,1
1039,1039,30,0,1,900.0,1,0,2.0,3.0,3,3.0,3,0,2,3.0,400000,0,2,0,0
1040,1040,42,0,1,1500.0,0,1,2.0,4.0,3,3.0,4,0,1,3.0,320000,0,2,0,1
1041,1041,42,1,1,480.0,1,1,3.0,3.0,1,3.0,2,0,1,2.0,423645,0,0,0,2
1042,1042,20,0,1,1860.0,1,1,3.0,4.0,3,3.0,2,0,2,3.0,370560,0,3,0,2
1043,1043,39,1,1,480.0,1,1,3.0,3.0,3,3.0,1,0,2,3.0,316605,0,2,0,0
1044,1044,39,0,1,780.0,2,0,2.0,3.0,3,3.0,1,0,1,3.0,286440,0,2,0,0
1045,1045,32,0,1,960.0,2,1,2.0,3.0,3,3.0,3,0,2,3.0,400000,0,2,1,1
1046,1046,42,0,1,360.0,1,0,2.0,3.0,3,3.0,3,0,2,4.0,306270,0,2,0,1
1047,1047,30,0,1,420.0,1,1,2.0,3.0,0,3.0,3,0,2,4.0,300000,0,2,1,0
1048,1048,50,1,1,720.0,1,0,2.0,3.0,1,3.0,7,0,2,2.0,500000,0,0,1,0
1049,1049,56,0,1,780.0,2,0,2.0,3.0,2,3.0,1,0,2,3.0,384405,0,2,1,1
1050,1050,60,0,1,420.0,1,1,3.0,3.0,1,3.0,2,0,2,2.0,343545,0,0,0,0
1051,1051,39,1,1,600.0,0,1,2.0,3.0,3,3.0,3,0,2,3.0,331305,0,2,0,0
1052,1052,39,0,1,600.0,2,1,2.0,4.0,3,3.0,2,0,2,3.0,331455,0,1,0,1
1053,1053,52,0,2,1800.0,2,0,3.0,3.0,3,3.0,4,0,4,3.0,366405,0,2,0,0
1054,1054,21,1,2,600.0,2,0,2.0,3.0,0,3.0,3,0,2,4.0,255075,1,2,1,1
1055,1055,39,0,2,600.0,2,0,2.0,3.0,3,3.0,1,0,1,3.0,272730,0,3,0,1
1056,1056,24,1,2,900.0,2,0,1.0,3.0,0,3.0,2,0,2,4.0,249480,0,3,1,0
1057,1057,30,0,2,1080.0,2,1,1.0,3.0,1,3.0,3,0,2,2.0,360660,0,2,1,0
1058,1058,31,1,2,780.0,2,1,1.0,3.0,1,3.0,2,0,2,2.0,392745,0,3,1,0
1059,1059,39,0,2,1320.0,2,1,1.0,3.0,1,3.0,2,0,2,2.0,345240,0,2,0,0
1060,1060,34,1,2,540.0,1,1,1.0,3.0,3,3.0,2,0,1,3.0,259305,1,1,0,0
1061,1061,58,0,2,480.0,0,0,2.0,3.0,2,3.0,5,0,2,1.0,506370,0,2,0,1
1062,1062,30,1,2,780.0,2,1,1.0,3.0,3,3.0,2,0,2,3.0,321765,0,3,0,0
1063,1063,50,0,2,840.0,2,1,2.0,3.0,2,4.0,7,0,2,1.0,510000,0,3,0,0
1064,1064,33,0,2,780.0,2,0,2.0,3.0,3,3.0,2,0,1,3.0,400000,0,2,0,0
1065,1065,23,0,3,780.0,2,1,1.0,3.0,2,4.0,3,0,2,1.0,251550,1,3,1,0
